PassengerId,Age,ServiceCost,CryoInt,VIPInt
1029_01,30.0,0.0,1,0
1030_01,23.0,1088.0,0,0
1031_01,14.0,947.0,0,0
1032_01,25.0,0.0,1,0
1033_01,61.0,0.0,1,0
1034_01,31.0,888.0,0,0
1035_01,13.0,2016.0,0,0
1038_01,47.0,889.0,0,0
1040_01,15.0,750.0,0,0
1041_01,46.0,0.0,1,0
1043_01,49.0,2486.0,0,0
1045_01,37.0,0.0,0,0
1045_02,44.0,14067.0,0,0
1047_01,58.0,0.0,1,0
1048_01,20.0,1152.0,0,0
1049_01,36.0,0.0,1,0
1049_02,31.0,0.0,1,0
1053_01,27.0,558.0,0,0
1054_01,58.0,924.0,0,0
1056_01,38.0,0.0,1,0
1056_02,30.0,0.0,1,0
1057_01,20.0,0.0,1,0
1058_01,19.0,757.0,0,0
1062_01,26.0,970.0,0,0
1063_01,38.0,4931.0,0,0
1066_01,35.0,0.0,1,0
1068_01,38.0,0.0,1,0
1071_01,35.0,1817.0,0,0
1075_01,14.0,0.0,1,0
1075_02,27.0,0.0,1,0
1076_01,25.0,0.0,1,0
1078_01,25.0,788.0,0,0
1082_01,33.0,1318.0,0,0
1083_01,27.0,0.0,1,0
1083_02,23.0,0.0,1,0
1083_03,18.0,1414.0,0,0
1084_01,31.0,860.0,0,0
1086_01,0.0,0.0,1,0
1086_03,4.0,0.0,1,0
1086_04,19.0,641.0,0,0
1086_05,7.0,0.0,0,0
1088_01,20.0,0.0,1,0
1089_01,33.0,0.0,1,0
1089_02,26.0,2037.0,0,0
1091_01,35.0,0.0,1,0
1093_01,23.0,2131.0,0,0
1095_01,34.0,0.0,1,0
1097_01,42.0,0.0,1,0
1099_01,22.0,720.0,0,0
1100_01,18.0,1388.0,0,0
1100_03,18.0,2603.0,0,0
1100_04,29.0,1028.0,0,0
1105_01,17.0,876.0,0,0
1108_01,58.0,1157.0,0,0
1108_02,5.0,0.0,1,0
1110_01,23.0,7595.0,0,0
1110_02,26.0,6903.0,0,0
1112_01,40.0,10358.0,0,0
1113_01,20.0,719.0,0,0
1114_01,38.0,1299.0,0,1
1114_02,31.0,0.0,0,0
1115_01,34.0,0.0,1,0
1116_01,9.0,0.0,0,0
1116_03,26.0,0.0,1,0
1117_01,18.0,906.0,0,0
1123_01,28.0,9547.0,0,0
1127_01,18.0,0.0,1,0
1129_01,28.0,792.0,0,0
1132_01,22.0,0.0,1,0
1133_01,27.0,0.0,0,0
1134_01,13.0,0.0,1,0
1136_01,32.0,1822.0,0,0
1140_01,53.0,2534.0,0,0
1140_02,34.0,0.0,1,0
1140_03,42.0,0.0,1,0
1141_01,19.0,0.0,1,0
1142_01,54.0,908.0,0,0
1144_01,12.0,0.0,0,0
1144_02,35.0,1396.0,0,0
1147_01,49.0,0.0,1,0
1148_03,30.0,7166.0,0,0
1148_04,39.0,5393.0,0,0
1148_05,14.0,0.0,1,0
1148_07,34.0,5022.0,0,0
1149_01,8.0,0.0,0,0
1149_02,7.0,0.0,0,0
1149_03,3.0,0.0,1,0
1149_04,0.0,0.0,0,0
1149_05,10.0,0.0,0,0
1152_01,41.0,1128.0,0,0
1153_01,18.0,0.0,1,0
1154_02,32.0,0.0,1,0
1154_03,26.0,0.0,1,0
1155_01,26.0,946.0,0,0
1155_02,18.0,0.0,1,0
1156_01,27.0,6128.0,0,0
1156_02,26.0,0.0,1,0
1161_01,28.0,11906.0,0,0
1161_02,19.0,18117.0,0,0
1162_01,31.0,2644.0,0,0
1163_01,35.0,1340.0,0,0
1165_01,46.0,9820.0,0,0
1165_02,37.0,1241.0,0,0
1165_03,29.0,0.0,1,0
1165_04,17.0,0.0,1,0
1166_01,30.0,6411.0,0,0
1168_01,16.0,791.0,0,0
1170_01,23.0,791.0,0,0
1175_01,34.0,0.0,1,0
1177_01,59.0,0.0,1,0
1178_01,20.0,600.0,0,0
1179_01,15.0,0.0,1,0
1182_01,64.0,0.0,1,0
1182_02,24.0,3007.0,0,0
1186_01,0.0,0.0,0,0
1186_03,1.0,0.0,1,0
1186_04,48.0,800.0,0,0
1186_05,12.0,0.0,0,0
1187_01,30.0,803.0,0,0
1187_02,10.0,0.0,0,0
1187_03,11.0,0.0,0,0
1188_01,58.0,7518.0,0,0
1190_01,52.0,786.0,0,0
1191_01,36.0,1583.0,0,0
1192_01,32.0,1457.0,0,0
1193_01,16.0,0.0,1,0
1193_02,25.0,0.0,1,0
1195_01,28.0,560.0,0,0
1197_01,32.0,5547.0,0,1
1199_01,16.0,987.0,0,0
1203_01,50.0,12557.0,0,1
1206_01,20.0,946.0,0,0
1210_02,23.0,908.0,0,0
1211_01,53.0,0.0,1,0
1211_02,8.0,0.0,1,0
1211_03,6.0,0.0,1,0
1211_04,3.0,0.0,1,0
1211_05,13.0,1144.0,0,0
1211_06,60.0,0.0,1,0
1212_01,40.0,756.0,0,0
1214_01,31.0,0.0,1,0
1215_01,28.0,0.0,1,0
1216_01,20.0,970.0,0,0
1218_01,14.0,2150.0,0,0
1220_01,23.0,1747.0,0,0
1221_01,4.0,0.0,0,0
1221_02,20.0,1609.0,0,0
1222_01,75.0,756.0,0,0
1223_01,24.0,0.0,1,0
1225_01,18.0,1402.0,0,0
1228_01,21.0,0.0,1,0
1228_02,59.0,1049.0,0,0
1229_01,27.0,898.0,0,0
1230_01,38.0,908.0,0,0
1231_01,41.0,0.0,1,0
1232_01,36.0,0.0,1,0
1232_02,29.0,5354.0,0,0
1233_01,22.0,0.0,1,0
1234_01,23.0,1250.0,0,0
1235_01,32.0,1508.0,0,0
1236_01,21.0,658.0,0,0
1238_01,26.0,5514.0,0,0
1238_02,61.0,0.0,1,0
1239_01,30.0,865.0,0,0
1240_01,40.0,1102.0,0,0
1242_01,37.0,5015.0,0,0
1243_01,41.0,6879.0,0,0
1243_02,32.0,8619.0,0,0
1246_01,30.0,757.0,0,0
1250_01,22.0,645.0,0,0
1254_01,54.0,1182.0,0,0
1254_02,27.0,1129.0,0,0
1255_02,15.0,0.0,1,0
1256_01,27.0,1297.0,0,0
1258_01,30.0,10641.0,0,0
1259_01,19.0,761.0,0,0
1260_01,22.0,0.0,1,0
1261_01,43.0,6834.0,0,0
1263_01,25.0,1156.0,0,0
1264_01,51.0,997.0,0,0
1269_01,21.0,2082.0,0,0
1271_01,21.0,0.0,1,0
1273_01,23.0,759.0,0,0
1274_01,38.0,804.0,0,0
1278_01,30.0,0.0,1,0
1279_01,31.0,0.0,1,0
1280_01,44.0,660.0,0,0
1281_01,14.0,0.0,1,0
1285_01,36.0,717.0,0,0
1286_01,10.0,0.0,1,0
1287_01,1.0,0.0,1,0
1287_03,21.0,1861.0,0,0
1288_01,24.0,621.0,0,0
1289_02,18.0,810.0,0,0
1291_01,33.0,1821.0,0,0
1292_01,31.0,31074.0,0,1
1292_02,43.0,1596.0,0,0
1294_01,28.0,0.0,1,0
1294_02,30.0,0.0,1,0
1299_01,22.0,680.0,0,0
1300_01,27.0,694.0,0,0
1302_01,22.0,5487.0,0,0
1304_01,2.0,0.0,1,0
1304_02,4.0,0.0,0,0
1304_04,9.0,0.0,0,0
1304_05,37.0,0.0,1,0
1304_06,2.0,0.0,0,0
1306_01,44.0,5388.0,0,0
1306_02,11.0,0.0,0,0
1307_01,22.0,0.0,1,0
1308_01,40.0,0.0,1,0
1308_02,30.0,14242.0,0,0
1308_03,37.0,3643.0,0,0
1308_04,26.0,0.0,1,0
1309_01,19.0,784.0,0,0
1310_01,57.0,5989.0,0,0
1311_01,1.0,0.0,0,0
1311_02,17.0,1287.0,0,0
1311_03,26.0,2577.0,0,0
1312_01,21.0,0.0,1,0
1316_01,28.0,0.0,1,0
1317_01,25.0,2598.0,0,0
1322_01,40.0,0.0,1,0
1323_01,23.0,0.0,1,0
1324_01,2.0,0.0,1,0
1324_02,10.0,0.0,0,0
1324_03,43.0,0.0,1,0
1325_01,0.0,0.0,1,0
1325_02,24.0,906.0,0,0
1325_03,42.0,0.0,1,0
1326_02,19.0,1767.0,0,0
1328_01,26.0,0.0,1,0
1330_01,47.0,1056.0,0,0
1330_02,28.0,1264.0,0,0
1331_01,24.0,0.0,1,0
1332_01,29.0,792.0,0,0
1333_01,32.0,741.0,0,0
1335_01,44.0,0.0,1,0
1336_01,17.0,0.0,1,0
1340_01,23.0,0.0,1,0
1342_01,34.0,884.0,0,0
1345_01,25.0,1913.0,0,0
1347_01,67.0,762.0,0,0
1348_01,22.0,4869.0,0,0
1350_01,27.0,0.0,1,0
1350_02,14.0,2149.0,0,0
1350_03,42.0,807.0,0,0
1350_04,19.0,0.0,1,0
1351_01,22.0,0.0,0,0
1352_01,31.0,1486.0,0,0
1353_01,10.0,0.0,0,0
1353_02,39.0,2598.0,0,0
1353_04,0.0,0.0,0,0
1355_01,22.0,0.0,1,0
1356_01,21.0,888.0,0,0
1357_01,40.0,0.0,1,0
1360_01,25.0,997.0,0,0
1362_01,23.0,1389.0,0,0
1365_01,33.0,6264.0,0,0
1365_02,20.0,0.0,1,0
1368_01,27.0,0.0,1,0
1370_01,21.0,991.0,0,0
1375_01,2.0,0.0,0,0
1375_02,19.0,949.0,0,0
1376_01,41.0,0.0,1,0
1377_01,43.0,3524.0,0,0
1378_02,22.0,1004.0,0,0
1379_01,16.0,803.0,0,0
1380_01,42.0,6360.0,0,0
1381_01,20.0,0.0,1,0
1382_01,35.0,1609.0,0,0
1383_01,53.0,0.0,1,0
1384_01,17.0,976.0,0,0
1384_02,6.0,0.0,1,0
1384_03,22.0,810.0,0,0
1384_04,41.0,803.0,0,0
1384_05,19.0,699.0,0,0
1385_01,39.0,708.0,0,0
1386_01,23.0,0.0,1,0
1387_01,31.0,1368.0,0,0
1389_01,38.0,0.0,1,0
1391_01,13.0,0.0,1,0
1391_02,21.0,1213.0,0,0
1391_03,44.0,1048.0,0,0
1393_01,36.0,2258.0,0,0
1393_02,19.0,2599.0,0,0
1395_01,7.0,0.0,0,0
1397_01,39.0,1065.0,0,0
1398_01,28.0,888.0,0,0
1399_01,28.0,1149.0,0,0
1400_01,14.0,0.0,1,0
1402_01,23.0,0.0,1,0
1404_01,47.0,4312.0,0,0
1404_02,42.0,4234.0,0,0
1406_01,17.0,1049.0,0,0
1407_01,21.0,776.0,0,0
1407_02,17.0,634.0,0,0
1408_01,26.0,774.0,0,0
1410_01,23.0,1585.0,0,0
1413_01,18.0,0.0,1,0
1414_01,65.0,2175.0,0,0
1416_01,27.0,0.0,1,0
1417_01,41.0,5062.0,0,0
1419_01,42.0,2624.0,0,0
1421_02,17.0,1139.0,0,0
1423_01,24.0,0.0,1,0
1423_02,39.0,0.0,1,0
1423_03,59.0,0.0,1,0
1424_01,32.0,0.0,1,0
1424_02,29.0,6914.0,0,0
1424_03,8.0,0.0,0,0
1424_04,28.0,5072.0,0,0
1424_05,35.0,0.0,1,0
1425_01,24.0,827.0,0,0
1425_02,1.0,0.0,1,0
1425_03,4.0,0.0,1,0
1426_01,28.0,0.0,1,0
1427_02,67.0,2416.0,0,0
1428_01,44.0,788.0,0,0
1430_01,14.0,2485.0,0,0
1431_01,23.0,969.0,0,0
1433_01,51.0,0.0,1,0
1434_02,0.0,0.0,0,0
1434_03,0.0,0.0,1,0
1435_01,23.0,705.0,0,0
1438_01,24.0,791.0,0,0
1439_01,41.0,1286.0,0,0
1440_01,27.0,2525.0,0,0
1442_01,13.0,0.0,1,0
1443_01,16.0,0.0,1,0
1444_01,30.0,2211.0,0,0
1445_01,8.0,0.0,0,0
1447_01,59.0,755.0,0,0
1450_01,43.0,0.0,1,0
1450_02,30.0,5717.0,0,0
1451_01,46.0,6379.0,0,0
1451_02,39.0,0.0,1,0
1452_01,21.0,3676.0,0,0
1452_02,70.0,0.0,1,0
1452_03,34.0,3159.0,0,0
1452_04,33.0,7035.0,0,0
1452_05,44.0,0.0,1,0
1453_02,63.0,809.0,0,0
1454_01,37.0,17708.0,0,0
1455_01,29.0,0.0,1,0
1455_02,29.0,3223.0,0,0
1455_03,22.0,0.0,1,0
1455_04,26.0,3166.0,0,0
1455_05,76.0,20078.0,0,0
1457_01,61.0,4793.0,0,0
1458_01,46.0,2343.0,0,0
1460_02,13.0,0.0,1,0
1462_01,30.0,0.0,1,0
1463_01,23.0,689.0,0,0
1465_01,63.0,891.0,0,0
1467_01,21.0,982.0,0,0
1478_01,33.0,2789.0,0,0
1479_01,49.0,0.0,1,0
1481_01,27.0,1299.0,0,0
1485_01,38.0,0.0,1,0
1489_01,19.0,888.0,0,0
1491_01,32.0,825.0,0,0
1491_02,56.0,759.0,0,0
1491_03,0.0,0.0,0,0
1493_01,38.0,748.0,0,0
1499_01,21.0,1068.0,0,0
1500_01,11.0,0.0,0,0
1500_02,3.0,0.0,0,0
1500_03,17.0,1023.0,0,0
1500_05,17.0,879.0,0,0
1500_06,0.0,0.0,1,0
1500_07,46.0,0.0,1,0
1501_01,63.0,810.0,0,0
1503_01,35.0,2388.0,0,0
1503_02,61.0,1182.0,0,0
1506_01,19.0,648.0,0,0
1507_01,43.0,1219.0,0,0
1507_02,14.0,1104.0,0,0
1507_03,78.0,445.0,0,0
1510_01,31.0,1227.0,0,0
1511_02,13.0,0.0,1,0
1511_03,36.0,4338.0,0,0
1511_04,31.0,8618.0,0,0
1515_01,18.0,778.0,0,0
1520_01,40.0,0.0,1,0
1521_01,28.0,0.0,1,0
1523_02,35.0,0.0,1,0
1524_01,14.0,0.0,1,0
1525_01,20.0,1846.0,0,0
1527_01,22.0,0.0,1,0
1527_02,25.0,0.0,0,0
1528_01,18.0,6027.0,0,0
1529_01,25.0,7396.0,0,1
1529_02,30.0,0.0,0,0
1531_01,46.0,810.0,0,0
1532_01,27.0,11410.0,0,0
1533_01,53.0,1016.0,0,0
1536_01,21.0,0.0,1,0
1540_01,32.0,4025.0,0,0
1540_02,33.0,7714.0,0,1
1540_03,26.0,3888.0,0,0
1541_01,47.0,739.0,0,0
1542_01,13.0,7349.0,0,0
1543_01,34.0,0.0,1,0
1544_01,21.0,809.0,0,0
1545_01,20.0,1425.0,0,0
1547_01,21.0,856.0,0,0
1548_02,18.0,0.0,1,0
1550_01,26.0,4303.0,0,0
1550_02,53.0,7633.0,0,1
1551_01,30.0,2879.0,0,0
1552_01,37.0,0.0,1,0
1555_01,45.0,4376.0,0,0
1558_01,62.0,893.0,0,0
1560_01,38.0,883.0,0,0
1561_01,24.0,2152.0,0,0
1562_01,18.0,775.0,0,0
1564_01,23.0,0.0,1,0
1565_01,16.0,2285.0,0,0
1567_01,37.0,0.0,1,0
1568_01,22.0,1127.0,0,0
1569_01,25.0,0.0,1,0
1572_02,25.0,873.0,0,0
1573_01,55.0,1182.0,0,0
1576_01,28.0,1029.0,0,0
1578_01,22.0,983.0,0,0
1579_01,26.0,2153.0,0,0
1580_01,13.0,722.0,0,0
1580_02,18.0,888.0,0,0
1581_01,38.0,0.0,1,0
1581_02,28.0,0.0,1,0
1584_01,57.0,804.0,0,0
1585_01,18.0,0.0,1,0
1588_01,25.0,0.0,1,0
1588_02,35.0,18118.0,0,0
1590_01,37.0,1357.0,0,0
1590_02,33.0,2499.0,0,0
1592_01,35.0,4587.0,0,0
1592_02,47.0,3826.0,0,0
1593_01,23.0,788.0,0,0
1596_01,23.0,0.0,1,0
1599_02,53.0,0.0,1,0
1601_01,37.0,774.0,0,0
1602_01,18.0,2736.0,0,0
1603_01,42.0,713.0,0,0
1603_02,7.0,0.0,1,0
1603_03,7.0,0.0,0,0
1604_01,24.0,782.0,0,0
1606_01,20.0,2287.0,0,0
1608_01,24.0,2151.0,0,0
1611_01,42.0,909.0,0,0
1612_01,49.0,4093.0,0,0
1612_02,47.0,0.0,1,0
1613_01,16.0,876.0,0,0
1614_01,26.0,1432.0,0,1
1615_01,24.0,691.0,0,0
1615_03,0.0,0.0,0,0
1617_01,37.0,2404.0,0,0
1619_01,39.0,0.0,1,0
1621_01,25.0,801.0,0,0
1621_02,25.0,683.0,0,0
1622_01,35.0,0.0,1,0
1624_02,46.0,674.0,0,0
1625_01,19.0,0.0,1,0
1625_02,29.0,3141.0,0,0
1628_01,47.0,0.0,1,0
1630_01,1.0,0.0,1,0
1630_02,4.0,0.0,1,0
1630_03,37.0,775.0,0,0
1631_01,61.0,1609.0,0,0
1633_02,16.0,0.0,1,0
1634_01,25.0,0.0,1,0
1636_01,41.0,907.0,0,0
1637_01,25.0,0.0,1,0
1638_01,19.0,787.0,0,0
1640_01,21.0,926.0,0,0
1644_01,14.0,796.0,0,0
1645_01,18.0,0.0,1,0
1646_01,34.0,885.0,0,0
1647_01,33.0,969.0,0,0
1649_01,14.0,0.0,1,0
1650_01,28.0,0.0,1,0
1651_02,3.0,0.0,0,0
1651_03,0.0,0.0,1,0
1653_01,47.0,2913.0,0,0
1655_02,40.0,807.0,0,0
1657_01,21.0,5648.0,0,0
1659_01,41.0,803.0,0,0
1661_01,56.0,0.0,0,0
1661_02,57.0,2376.0,0,0
1661_03,48.0,0.0,1,0
1662_01,20.0,669.0,0,0
1663_01,36.0,0.0,1,0
1668_01,22.0,645.0,0,0
1669_01,31.0,2599.0,0,0
1669_02,0.0,0.0,1,0
1669_03,21.0,2362.0,0,0
1670_01,49.0,1724.0,0,0
1670_02,44.0,0.0,1,0
1672_01,29.0,804.0,0,0
1673_01,16.0,898.0,0,0
1674_01,20.0,0.0,1,0
1676_01,26.0,0.0,1,0
1681_01,34.0,883.0,0,0
1682_01,38.0,0.0,1,0
1685_01,51.0,615.0,0,0
1685_02,7.0,0.0,0,0
1685_03,3.0,0.0,1,0
1687_01,26.0,1416.0,0,1
1688_01,27.0,787.0,0,0
1690_01,28.0,873.0,0,0
1691_01,27.0,5871.0,0,0
1695_01,26.0,783.0,0,0
1696_01,43.0,16535.0,0,0
1698_01,14.0,0.0,1,0
1699_01,47.0,642.0,0,0
1700_01,17.0,0.0,1,0
1700_02,64.0,6826.0,0,0
1704_01,13.0,1802.0,0,0
1704_02,18.0,1766.0,0,0
1705_01,29.0,0.0,0,1
1708_01,70.0,1296.0,0,0
1709_01,23.0,1325.0,0,0
1709_02,23.0,2299.0,0,0
1709_03,35.0,1338.0,0,0
1709_04,17.0,1896.0,0,0
1709_05,26.0,0.0,1,0
1709_06,15.0,3461.0,0,0
1709_07,19.0,1687.0,0,0
1710_01,20.0,0.0,1,0
1712_02,27.0,2598.0,0,0
1713_01,43.0,812.0,0,0
1714_01,5.0,0.0,0,0
1715_01,17.0,0.0,1,0
1717_01,40.0,1522.0,0,0
1717_02,38.0,1683.0,0,0
1718_01,20.0,0.0,1,0
1721_01,15.0,1001.0,0,0
1724_01,59.0,1675.0,0,0
1725_01,24.0,804.0,0,0
1727_02,52.0,2699.0,0,0
1728_01,38.0,883.0,0,0
1729_01,26.0,1088.0,0,0
1730_01,17.0,863.0,0,0
1731_01,17.0,0.0,1,0
1731_02,20.0,809.0,0,0
1733_01,15.0,1444.0,0,0
1734_01,30.0,0.0,1,0
1736_01,22.0,0.0,1,0
1738_02,22.0,0.0,1,0
1739_01,20.0,0.0,1,0
1740_01,22.0,785.0,0,0
1742_01,34.0,914.0,0,1
1745_01,28.0,7595.0,0,0
1746_01,50.0,0.0,1,0
1747_01,19.0,509.0,0,0
1748_01,21.0,809.0,0,0
1748_02,0.0,0.0,0,0
1748_03,4.0,0.0,0,0
1749_01,59.0,0.0,1,0
1752_01,15.0,1315.0,0,0
1753_01,24.0,0.0,1,0
1755_01,26.0,0.0,1,0
1757_01,67.0,900.0,0,0
1758_01,55.0,908.0,0,0
1760_01,50.0,803.0,0,0
1761_01,23.0,702.0,0,0
1762_01,21.0,2427.0,0,0
1763_01,41.0,3299.0,0,0
1764_01,59.0,0.0,1,0
1764_02,18.0,0.0,0,0
1766_01,21.0,1445.0,0,0
1767_01,14.0,0.0,1,0
1767_02,50.0,5633.0,0,0
1767_03,32.0,6564.0,0,0
1767_04,46.0,0.0,1,0
1769_01,58.0,0.0,1,0
1770_01,15.0,0.0,1,0
1772_01,30.0,1308.0,0,0
1774_01,30.0,0.0,1,0
1775_01,43.0,884.0,0,0
1776_01,21.0,809.0,0,0
1778_01,15.0,0.0,1,0
1779_01,37.0,778.0,0,0
1781_01,28.0,11038.0,0,0
1782_01,28.0,0.0,1,0
1783_01,42.0,619.0,0,0
1786_01,51.0,794.0,0,0
1792_01,73.0,1308.0,0,0
1797_01,33.0,0.0,1,0
1798_01,39.0,790.0,0,0
1800_01,12.0,0.0,0,0
1800_02,10.0,0.0,1,0
1800_03,0.0,0.0,1,0
1800_04,0.0,0.0,0,0
1800_05,1.0,0.0,1,0
1802_01,33.0,790.0,0,0
1803_01,23.0,722.0,0,0
1804_01,5.0,0.0,1,0
1805_01,24.0,0.0,1,0
1806_01,26.0,0.0,0,0
1807_01,30.0,7911.0,0,0
1808_01,33.0,803.0,0,0
1810_01,56.0,7406.0,0,0
1811_01,25.0,0.0,1,0
1812_01,25.0,1003.0,0,0
1813_01,18.0,717.0,0,0
1816_01,60.0,2943.0,0,1
1816_02,41.0,2364.0,0,0
1817_01,16.0,670.0,0,0
1818_01,17.0,0.0,1,0
1822_01,31.0,813.0,0,0
1823_01,67.0,898.0,0,0
1827_01,24.0,578.0,0,0
1828_01,19.0,2214.0,0,0
1829_02,30.0,6696.0,0,0
1829_03,22.0,11126.0,0,0
1829_04,28.0,6206.0,0,1
1829_05,23.0,0.0,1,0
1829_06,29.0,2654.0,0,0
1833_01,48.0,4890.0,0,0
1834_01,26.0,1599.0,0,0
1836_01,23.0,2858.0,0,0
1841_01,55.0,1104.0,0,0
1844_01,38.0,1381.0,0,0
1844_02,2.0,0.0,1,0
1844_03,3.0,0.0,1,0
1846_01,20.0,804.0,0,0
1849_01,25.0,1395.0,0,0
1850_01,54.0,573.0,0,0
1850_02,25.0,761.0,0,0
1853_01,14.0,0.0,1,0
1854_01,53.0,14298.0,0,0
1855_01,0.0,0.0,1,0
1855_02,39.0,992.0,0,0
1856_01,22.0,745.0,0,0
1857_01,31.0,829.0,0,0
1859_01,24.0,0.0,1,0
1860_01,35.0,3157.0,0,1
1860_02,35.0,4245.0,0,0
1861_01,32.0,0.0,1,0
1861_02,61.0,2475.0,0,0
1863_01,58.0,1095.0,0,0
1865_02,1.0,0.0,0,0
1865_03,8.0,0.0,0,0
1865_06,6.0,0.0,0,0
1866_01,29.0,865.0,0,0
1868_01,64.0,0.0,1,0
1872_01,25.0,0.0,1,0
1874_01,0.0,0.0,1,0
1877_01,37.0,888.0,0,0
1878_01,49.0,724.0,0,0
1879_01,36.0,3400.0,0,0
1880_01,20.0,607.0,0,0
1881_01,20.0,2301.0,0,0
1882_02,17.0,0.0,1,0
1884_01,48.0,0.0,1,0
1886_01,26.0,790.0,0,0
1887_01,35.0,852.0,0,0
1888_01,30.0,873.0,0,0
1889_01,22.0,724.0,0,0
1889_02,5.0,0.0,1,0
1890_01,43.0,0.0,1,0
1891_01,52.0,0.0,1,0
1892_01,50.0,1854.0,0,0
1892_02,29.0,2315.0,0,0
1892_03,19.0,5987.0,0,0
1897_01,39.0,15295.0,0,0
1897_02,38.0,2160.0,0,0
1899_01,25.0,452.0,0,0
1901_01,42.0,0.0,1,0
1901_02,36.0,0.0,1,0
1902_01,19.0,1818.0,0,0
1903_01,42.0,0.0,1,0
1905_01,40.0,2729.0,0,0
1906_01,14.0,0.0,1,0
1908_01,18.0,2347.0,0,0
1911_01,46.0,755.0,0,0
1916_01,15.0,0.0,1,0
1916_02,22.0,3349.0,0,0
1918_01,0.0,0.0,1,0
1918_02,52.0,0.0,1,0
1918_03,38.0,3416.0,0,0
1920_01,46.0,1021.0,0,0
1922_01,23.0,0.0,1,0
1923_01,63.0,5180.0,0,0
1923_02,24.0,0.0,1,0
1925_01,50.0,0.0,1,0
1926_01,20.0,0.0,1,0
1927_01,55.0,2709.0,0,0
1928_01,21.0,661.0,0,0
1931_01,56.0,0.0,1,0
1935_01,18.0,0.0,1,0
1937_01,47.0,901.0,0,0
1938_01,36.0,1735.0,0,0
1939_01,57.0,1309.0,0,1
1939_02,13.0,3090.0,0,0
1940_01,27.0,1599.0,0,0
1941_01,20.0,717.0,0,0
1945_01,15.0,787.0,0,0
1946_01,34.0,784.0,0,0
1947_01,21.0,949.0,0,0
1950_01,51.0,1458.0,0,0
1952_01,23.0,788.0,0,0
1953_01,58.0,717.0,0,0
1956_01,37.0,3899.0,0,0
1957_01,25.0,0.0,1,0
1959_01,15.0,0.0,1,0
1959_02,40.0,4205.0,0,0
1959_03,29.0,5985.0,0,0
1960_01,36.0,0.0,1,0
1960_02,21.0,681.0,0,0
1961_01,35.0,927.0,0,0
1962_01,24.0,1442.0,0,0
1962_02,2.0,0.0,0,0
1963_01,43.0,1217.0,0,0
1968_01,38.0,0.0,1,0
1971_01,54.0,692.0,0,0
1973_01,39.0,0.0,1,0
1974_01,41.0,3721.0,0,0
1975_01,22.0,771.0,0,0
1976_03,26.0,0.0,1,1
1976_04,39.0,6149.0,0,0
1976_05,15.0,0.0,1,0
1976_06,64.0,0.0,1,0
1976_07,25.0,0.0,1,0
1977_01,35.0,0.0,1,0
1978_01,19.0,0.0,1,0
1979_01,26.0,1156.0,0,0
1980_01,3.0,0.0,1,0
1980_02,29.0,1439.0,0,0
1980_03,44.0,0.0,1,0
1981_01,27.0,996.0,0,0
1983_01,17.0,754.0,0,0
1984_01,37.0,3263.0,0,0
1985_01,19.0,0.0,1,0
1988_01,44.0,0.0,1,0
1991_02,22.0,663.0,0,0
1993_01,31.0,1935.0,0,0
1994_01,17.0,791.0,0,0
1995_01,30.0,531.0,0,0
1996_01,15.0,865.0,0,0
1999_01,55.0,871.0,0,0
2000_01,28.0,2851.0,0,0
2001_01,33.0,1514.0,0,0
2006_02,4.0,0.0,0,0
2006_03,2.0,0.0,1,0
2007_01,30.0,5740.0,0,0
2009_01,31.0,0.0,0,0
2009_02,17.0,0.0,1,0
2009_03,40.0,0.0,1,0
2012_01,30.0,11256.0,0,1
2013_01,17.0,804.0,0,0
2015_01,19.0,1828.0,0,0
2019_01,22.0,6265.0,0,0
2022_01,36.0,895.0,0,0
2024_01,0.0,0.0,0,0
2024_02,17.0,1640.0,0,0
2026_02,15.0,0.0,1,0
2026_03,20.0,720.0,0,0
2027_01,19.0,1088.0,0,0
2028_01,24.0,671.0,0,0
2029_01,43.0,737.0,0,0
2032_01,26.0,0.0,1,0
2034_01,42.0,1283.0,0,0
2038_01,21.0,644.0,0,0
2040_01,50.0,0.0,1,0
2040_02,25.0,0.0,1,0
2042_01,50.0,804.0,0,0
2046_01,30.0,0.0,1,0
2051_01,20.0,718.0,0,0
2052_01,31.0,1378.0,0,0
2053_01,26.0,5759.0,0,0
2055_02,32.0,700.0,0,0
2055_03,25.0,0.0,1,0
2055_04,6.0,0.0,0,0
2055_05,3.0,0.0,1,0
2055_06,11.0,0.0,1,0
2056_01,52.0,0.0,1,0
2056_02,14.0,877.0,0,0
2056_03,68.0,2038.0,0,0
2056_04,18.0,0.0,1,0
2059_01,55.0,909.0,0,0
2060_01,22.0,1853.0,0,0
2061_01,34.0,5446.0,0,0
2063_01,38.0,0.0,1,0
2065_01,13.0,1975.0,0,0
2066_01,19.0,0.0,1,0
2067_01,30.0,0.0,1,0
2067_02,27.0,3453.0,0,1
2071_01,45.0,7337.0,0,0
2071_02,28.0,3577.0,0,0
2073_01,23.0,632.0,0,0
2074_01,24.0,10357.0,0,0
2074_02,23.0,4106.0,0,0
2075_01,29.0,638.0,0,0
2080_01,46.0,883.0,0,0
2081_01,17.0,919.0,0,0
2082_01,20.0,808.0,0,0
2083_01,24.0,715.0,0,0
2084_01,40.0,10796.0,0,0
2085_01,38.0,9531.0,0,0
2086_01,65.0,4919.0,0,0
2086_02,19.0,2050.0,0,0
2087_01,54.0,873.0,0,0
